Name,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,User_Score
Syphon Filter: Logan's Shadow,2010.0,Shooter,Sony Computer Entertainment,0.06,,7.9
NTRA Breeders' Cup World Thoroughbred Championships,2005.0,Simulation,Bethesda Softworks,0.06,,
Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,2008.0,Misc,Paon,0.06,,
Toy Soldiers: War Chest,2015.0,Action,Ubisoft,0.06,60.0,8.4
Tanjou S Debut,1996.0,Simulation,NEC Interchannel,0.06,,
Inversion,2012.0,Shooter,Namco Bandai Games,0.06,53.0,6.5
Nendoroid Generation,2012.0,Role-Playing,Namco Bandai Games,0.06,,
Pop'n TwinBee: Rainbow Bell Adventure,1993.0,Platform,Konami Digital Entertainment,0.06,,
Need for Speed: Shift,2009.0,Racing,Electronic Arts,0.06,83.0,5.8
Mercury Meltdown,2006.0,Action,Atari,0.06,78.0,7.8
Exist Archive: The Other Side of the Sky,2015.0,Role-Playing,Aksys Games,0.06,71.0,8.3
Zoo Tycoon 2,2004.0,Strategy,Microsoft Game Studios,0.06,72.0,8.1
Broken Helix,1997.0,Action,Konami Digital Entertainment,0.06,,
Crazy Chicken: Pharaoh's Treasure,2007.0,Puzzle,Phenomedia,0.06,,
Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,2010.0,Role-Playing,Marvelous Interactive,0.06,,
Brave: A Warrior's Tale,2009.0,Action,SouthPeak Games,0.06,42.0,5
Hajime no Ippo Portable: Victorious Spirits,2007.0,Fighting,Grand Prix Games,0.06,,
Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,2007.0,Fighting,Takara Tomy,0.06,,
Brain Quest: Grades 3 & 4,2008.0,Misc,Electronic Arts,0.06,,
Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+,2008.0,Role-Playing,Square Enix,0.06,,
Vitamin X to Z,2011.0,Adventure,D3Publisher,0.06,,
Fatal Frame,2002.0,Action,Tecmo Koei,0.06,77.0,8.6
Urban Chaos: Riot Response,2006.0,Shooter,Eidos Interactive,0.06,73.0,7.8
Tom Clancy's Ghost Recon: Advanced Warfighter,2006.0,Shooter,Ubisoft,0.06,44.0,4.6
Jacqueline Wilson's Tracy Beaker: The Game,2009.0,Misc,P2 Games,0.06,,
Teenage Mutant Ninja Turtles II: Back from the Sewers,1991.0,Action,Konami Digital Entertainment,0.06,,
Ivy the Kiwi?,2010.0,Puzzle,Rising Star Games,0.06,74.0,7.2
Resident Evil 2,2003.0,Action,Capcom,0.06,59.0,8.5
Real Bout Garou Densetsu Special: Dominated Mind,1998.0,Fighting,SNK,0.06,,
Minna no Sukkiri,2009.0,Sports,Sony Computer Entertainment,0.06,,
Catwoman,2004.0,Action,Electronic Arts,0.06,45.0,4.6
Chaos Rings III,2014.0,Role-Playing,Square Enix,0.06,,
Top Gun: Hard Lock,2012.0,Action,505 Games,0.06,54.0,3.5
Kamen Rider: Battride War Genesis,2016.0,Action,Namco Bandai Games,0.06,,
Warriors Orochi 2,2008.0,Action,Tecmo Koei,0.06,44.0,8.1
Mana Khemia: Alchemists of Al-Revis,2007.0,Role-Playing,Nippon Ichi Software,0.06,69.0,7.5
Burning Rangers,1998.0,Platform,Sega,0.06,,
Street Fighter V,2016.0,Fighting,Capcom,0.06,74.0,2.9
The Amazing Spider-Man 2 (2014),2014.0,Action,Activision,0.06,,
Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,2010.0,Action,Takara Tomy,0.06,,
Interplay Sports Baseball 2000,1999.0,Sports,Interplay,0.06,,
Zone of the Enders: The Fist of Mars,2001.0,Role-Playing,Konami Digital Entertainment,0.06,71.0,9
Teenage Mutant Ninja Turtles: Tournament Fighters,1992.0,Fighting,Konami Digital Entertainment,0.06,,
Eikan wa Kimini 2002: Koshien no Kodou,2002.0,Sports,DigiCube,0.06,,
MX vs. ATV Supercross Encore,2015.0,Sports,Nordic Games,0.06,42.0,4.1
Gun Showdown,2006.0,Action,Activision,0.06,73.0,7.6
Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE,2006.0,Misc,Sega,0.06,,
G1 Jockey 2,2000.0,Sports,Tecmo Koei,0.06,,
Tiger Woods PGA Tour 08,2007.0,Sports,Electronic Arts,0.06,81.0,7.6
Mobile Ops: The One Year War,,Simulation,Namco Bandai Games,0.06,,
Constantine,2005.0,Action,SCi,0.06,60.0,7.1
Tom Clancy's Splinter Cell: Double Agent,2006.0,Action,Ubisoft,0.06,64.0,7.1
Senritsu no Stratus,2011.0,Role-Playing,Konami Digital Entertainment,0.06,,
Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,2009.0,Fighting,Takara Tomy,0.06,,
Gormiti: The Lords of Nature!,2010.0,Adventure,Konami Digital Entertainment,0.06,,
Monkey Island: Special Edition Collection,2011.0,Adventure,Activision,0.06,,
Samurai Shodown Anthology,2008.0,Fighting,Ignition Entertainment,0.06,74.0,8.2
S.T.A.L.K.E.R.: Shadow of Chernobyl,2007.0,Shooter,THQ,0.06,82.0,8.4
Nanostray,2005.0,Shooter,Majesco Entertainment,0.06,71.0,7.7
Wantame Fortune Channel,2007.0,Misc,Capcom,0.06,,
Atari's Greatest Hits: Volume 2,2011.0,Misc,Atari,0.06,,
Evangelion: Jo,2009.0,Action,Namco Bandai Games,0.06,,
Bleach: Blade Battlers 2nd,2007.0,Fighting,Sony Computer Entertainment,0.06,,
Samurai Jack: The Shadow of Aku,2004.0,Action,Sega,0.06,59.0,8.4
Men in Black The Series: Crashdown,2001.0,Shooter,Infogrames,0.06,,
Kamen Rider Kabuto,2006.0,Action,Namco Bandai Games,0.06,,
Tropico 5,2014.0,Simulation,Kalypso Media,0.06,71.0,7.2
Winx Club: Quest for the Codex,2006.0,Action,Konami Digital Entertainment,0.06,,6.8
Zero Divide,1995.0,Fighting,Ocean,0.06,,
FIFA Street,2005.0,Sports,Electronic Arts,0.06,,
Rugby World Cup 2015,2015.0,Sports,Ubisoft,0.06,25.0,1.9
Lost Kingdoms II,2003.0,Role-Playing,Activision,0.06,68.0,9.1
Aggressive Inline,2002.0,Sports,Acclaim Entertainment,0.06,88.0,7.8
Viewtiful Joe: Red Hot Rumble,2005.0,Action,Capcom,0.06,62.0,6.9
ZombiU,2016.0,Action,Ubisoft,0.06,,
Blade Dancer: Lineage of Light,2006.0,Role-Playing,Atari,0.06,60.0,6.9
Hakuoki: Stories of the Shinsengumi,2010.0,Adventure,Idea Factory,0.06,,6.5
X-Men: Destiny,2011.0,Action,Activision,0.06,33.0,5.6
Kaite Shabette Hajimeyou! Monster Farm DS,2007.0,Role-Playing,Tecmo Koei,0.06,,
The Sims 2: University,2005.0,Simulation,Electronic Arts,0.06,81.0,7.8
Generation of Chaos,2005.0,Role-Playing,Midas Interactive Entertainment,0.06,60.0,7.7
Pro Yaky? Spirits 2012,2012.0,Sports,Konami Digital Entertainment,0.06,,
SD Gundam G Generation Wars,2009.0,Strategy,Namco Bandai Games,0.06,,
Broken Sword II: The Smoking Mirror,1997.0,Adventure,Sony Computer Entertainment,0.06,,
Pump It Up: Exceed,2005.0,Misc,Mastiff,0.06,73.0,8.4
Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,2012.0,Action,Idea Factory,0.06,,
Tokyo Twilight Ghost Hunters,2014.0,Role-Playing,Aksys Games,0.06,64.0,6.4
MotorStorm RC,2012.0,Racing,Sony Computer Entertainment,0.06,78.0,6.8
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",2007.0,Misc,D3Publisher,0.06,,
TOCA Race Driver 2: Ultimate Racing Simulator,2004.0,Racing,Codemasters,0.06,,
Harry Potter and the Sorcerer's Stone,2001.0,Action,Electronic Arts,0.06,65.0,7.8
Girls RPG: Cinderellife,2012.0,Role-Playing,Level 5,0.06,,
Tom Clancy's Rainbow Six: Critical Hour,,Shooter,Unknown,0.06,54.0,3.6
Scrabble Blast!,2005.0,Misc,Zoo Digital Publishing,0.06,,
Scurge: Hive,2006.0,Action,SouthPeak Games,0.06,70.0,8.6
Fate/Stay Night [Réalta Nua],2012.0,Adventure,Kadokawa Shoten,0.06,,
Remember Me,2013.0,Action,Capcom,0.06,65.0,7.4
Gintama no Sugoroku,2013.0,Action,Namco Bandai Games,0.06,,
Doraemon 4: Nobita to Toki no Okoku,1995.0,Platform,Epoch,0.06,,
Myst,1994.0,Adventure,Sunsoft,0.06,,
Miracle Girls Festival,2015.0,Misc,Sega,0.06,,
Toaru Kagaku no Chou Denjihou,2011.0,Adventure,Kadokawa Shoten,0.06,,
Starwinder: The Ultimate Space Race,1996.0,Racing,Mindscape,0.06,,
Angelique Trois,2000.0,Adventure,Tecmo Koei,0.06,,
Dance Dance Revolution: Mario Mix (JP sales),2005.0,Simulation,Nintendo,0.06,,
FIFA Soccer 06,2005.0,Sports,Electronic Arts,0.06,,
A-Train 6,2000.0,Strategy,Midas Interactive Entertainment,0.06,,
Meitantei Conan: Tantei Ryoku Trainer,2007.0,Misc,Namco Bandai Games,0.06,,
"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!",2009.0,Sports,Konami Digital Entertainment,0.06,,
KimiKiss (ebKore+),2008.0,Adventure,Enterbrain,0.06,,
Champion Jockey: G1 Jockey & Gallop Racer,2011.0,Sports,Tecmo Koei,0.06,,
Choro Q Marine: Q Boat,1998.0,Racing,Takara,0.06,,
NBA Live 07,2006.0,Sports,Electronic Arts,0.06,69.0,6.8
Caligula,2016.0,Role-Playing,FuRyu,0.06,,
Yuugen Gaisha Brave Company,2011.0,Strategy,Namco Bandai Games,0.06,,
Handball 16,2015.0,Sports,Bigben Interactive,0.06,,3
Ken to Mahou to Gakuen Mono. 3D,2011.0,Role-Playing,Acquire,0.06,,
Ride to Hell,2013.0,Racing,Deep Silver,0.06,19.0,1.3
The King of Fighters '96,1996.0,Fighting,SNK,0.06,,
Nobunaga no Yabou: Souzou,2014.0,Strategy,Tecmo Koei,0.06,,
Mame Goma 2: Uchi no Ko ga Ichiban!,2008.0,Simulation,Creative Core,0.06,,
Backyard NFL Football '08,2007.0,Sports,Atari,0.06,,
The Saboteur,2009.0,Action,Electronic Arts,0.06,76.0,8
Gunbird,1995.0,Shooter,Atlus,0.06,,
Dream C Club Portable,2010.0,Simulation,D3Publisher,0.06,,
Hail to the Chimp,2008.0,Misc,Gamecock,0.06,52.0,6.1
Tom Clancy's Rainbow Six 3,2004.0,Shooter,Ubisoft,0.06,68.0,8.2
Rocket League,2016.0,Sports,505 Games,0.06,86.0,8.2
Warriors: Legends of Troy,2011.0,Action,Tecmo Koei,0.06,,
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,2016.0,Misc,Tecmo Koei,0.06,,
WWF Wrestlemania: The Arcade Game,1995.0,Fighting,Acclaim Entertainment,0.06,,
Cabela's Big Game Hunter 2005 Adventures,2004.0,Sports,Activision,0.06,,
Mega Man 8 Anniversary Collector's Edition,1997.0,Platform,Capcom,0.06,,
V-Rally 3,2002.0,Racing,Atari,0.06,82.0,7.4
Pro Yakyuu Famista 2011,2011.0,Sports,Namco Bandai Games,0.06,,
Impact Racing,1996.0,Racing,JVC,0.06,,
Mirror's Edge,2009.0,Platform,Electronic Arts,0.06,81.0,8.1
Titan Quest,2006.0,Role-Playing,THQ,0.06,77.0,8.1
Amazing Island,2004.0,Strategy,Sega,0.06,59.0,6.6
Jikkyou Powerful Pro Yakyuu DreamCast Edition,2000.0,Sports,Konami Digital Entertainment,0.06,,
Izuna 2: The Unemployed Ninja Returns,2007.0,Role-Playing,Success,0.06,65.0,7.9
Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,2010.0,Role-Playing,Atlus,0.06,,
Saki: Zenkoku-hen,2015.0,Misc,Kaga Create,0.06,,
Point Blank DS (US sales),2006.0,Shooter,Atari,0.06,,
MotoGP 4 - Official Game of MotoGP,2005.0,Racing,Sony Computer Entertainment,0.06,,
Gothic 3,2006.0,Role-Playing,JoWood Productions,0.06,63.0,7.3
Roogoo Twisted Towers,2009.0,Puzzle,SouthPeak Games,0.05,,
Kyoukai Senjou no Horizon Portable,2013.0,Adventure,Kadokawa Shoten,0.05,,
Shining Force III: Scenario 2,1998.0,Strategy,Sega,0.05,,
7 Days to Die,2016.0,Action,Telltale Games,0.05,35.0,5.2
Medabots: Metabee,2002.0,Role-Playing,Natsume,0.05,,
Alvin and the Chipmunks,2007.0,Misc,Eidos Interactive,0.05,30.0,3.6
Final Fight: Streetwise,2006.0,Action,Capcom,0.05,43.0,6.2
Speed Kings,2003.0,Racing,Acclaim Entertainment,0.05,60.0,8.8
Rebelstar: Tactical Command,2005.0,Strategy,Atari,0.05,78.0,9.1
F1 2010,2010.0,Racing,Codemasters,0.05,84.0,6.6
Gladiator: Sword of Vengeance,2003.0,Action,Acclaim Entertainment,0.05,65.0,7.1
Minna to Kimi no Piramekino!,2010.0,Misc,Namco Bandai Games,0.05,,
Dungeon Keeper 2,1999.0,Action,Electronic Arts,0.05,,8.8
Bombastic,2002.0,Puzzle,Capcom,0.05,72.0,7.2
NHL Powerplay 98,1997.0,Sports,Virgin Interactive,0.05,,
Olympic Soccer: Atlanta 1996,1996.0,Sports,U.S. Gold,0.05,,
Samurai Dou Portable,2008.0,Action,Spike,0.05,,
Phantasy Star Online Episode I & II Plus,2003.0,Role-Playing,Sega,0.05,,
Coraline,2009.0,Action,D3Publisher,0.05,42.0,5.5
Front Mission 2089: Border of Madness,2008.0,Strategy,Square Enix,0.05,,
Chaos;Child,2015.0,Adventure,5pb,0.05,,
Hearts of Iron IV,2016.0,Strategy,Paradox Interactive,0.05,83.0,6.9
Wing Commander: Prophecy,2003.0,Simulation,"Destination Software, Inc",0.05,70.0,8.3
Marc Ecko's Getting Up: Contents Under Pressure,2006.0,Action,Atari,0.05,69.0,7.2
Captain America: Super Soldier,,Action,Sega,0.05,57.0,6
Sega Soccer Slam,2002.0,Sports,Sega,0.05,80.0,8.5
Enemy Front,2014.0,Shooter,City Interactive,0.05,43.0,6
Hakuouki: Reimeiroku,2010.0,Adventure,Idea Factory,0.05,,
Ghostbusters (2016),2016.0,Action,Activision,0.05,,
Shin Sangoku Musou 5 Empires,2010.0,Action,Tecmo Koei,0.05,,
Front Mission Evolved,2010.0,Shooter,Square Enix,0.05,63.0,5.1
GachiTora! Abarenbou Kyoushi in High School,2011.0,Action,Spike,0.05,,
McDROID,2011.0,Strategy,Namco Bandai Games,0.05,,
Bottom of the 9th '99,1998.0,Sports,Konami Digital Entertainment,0.05,,
Dynasty Warriors 5,2005.0,Action,Tecmo Koei,0.05,66.0,8
Famicom Mini: Dig Dug,2004.0,Puzzle,Namco Bandai Games,0.05,,
The Lost Chronicles of Zerzura,2012.0,Adventure,DTP Entertainment,0.05,76.0,6.7
Adventure Time: Finn & Jake Investigations,2015.0,Action,Little Orbit,0.05,,
4 Elements,2009.0,Puzzle,Mastertronic,0.05,,7.4
Uta no Prince-Sama: Music 3,2016.0,Action,Broccoli,0.05,,
New Prince of Tennis: Go to the Top,2015.0,Action,FuRyu,0.05,,
Batman: A Telltale Game Series,2016.0,Adventure,Telltale Games,0.05,,
Defendin' De Penguin,2008.0,Strategy,Zushi Games,0.05,,
Murdered: Soul Suspect,2014.0,Action,Square Enix,0.05,59.0,7.4
Bleach: Blade Battlers,2006.0,Fighting,Sony Computer Entertainment,0.05,,
Rez,2001.0,Shooter,Sony Computer Entertainment,0.05,78.0,8.3
Neverland Card Battles,2008.0,Role-Playing,Idea Factory,0.05,57.0,7.8
Lufia: The Ruins of Lore,2002.0,Role-Playing,Taito,0.05,76.0,8.3
UEFA Euro 2004: Portugal,2004.0,Sports,Electronic Arts,0.05,74.0,8.1
Airline Tycoon 2,2011.0,Simulation,Kalypso Media,0.05,57.0,5.5
Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE,2006.0,Misc,Sega,0.05,,
Shaman King: Soul Fight,2003.0,Platform,Namco Bandai Games,0.05,,
Samurai Deeper Kyo,2002.0,Fighting,Namco Bandai Games,0.05,,
Project Setsuna,2016.0,Role-Playing,Square Enix,0.05,,
Medabots: Infinity,2003.0,Role-Playing,Ubisoft,0.05,51.0,8
Criminal Girls 2,2015.0,Role-Playing,Nippon Ichi Software,0.05,,
Omega Labyrinth,2015.0,Role-Playing,D3Publisher,0.05,,
Zapper: One Wicked Cricket!,2002.0,Platform,Infogrames,0.05,,
Jirou Akagawa: Majotachi no Nemuri,1995.0,Adventure,Pack-In-Video,0.05,,
Bust-A-Bloc,2002.0,Puzzle,Midas Interactive Entertainment,0.05,,
Sitting Ducks,2003.0,Platform,LSP Games,0.05,,
Puyo Puyo 7,2009.0,Puzzle,Sega,0.05,,
My Fitness Coach: Club,2011.0,Sports,Ubisoft,0.05,,
IL-2 Sturmovik: Cliffs of Dover,2011.0,Simulation,Ubisoft,0.05,60.0,7.1
Nobunaga's Ambition: Sphere of Influence,2014.0,Strategy,Tecmo Koei,0.05,,
NFL Blitz Pro,2003.0,Sports,Midway Games,0.05,71.0,6.6
Pretty Cure All Stars Everyone Gather ? Let's Dance!,2013.0,Misc,Namco Bandai Games,0.05,,
Zyuden Sentai Kyoryuger: Game de Gaburincho!!,2013.0,Action,Namco Bandai Games,0.05,,
Hi-Octane: The Track Fights Back!,1995.0,Racing,Electronic Arts,0.05,,
Black Sigil: Blade of the Exiled,2009.0,Role-Playing,Graffiti,0.05,58.0,7.5
Death Jr. II: Root of Evil,2006.0,Platform,Konami Digital Entertainment,0.05,68.0,7.3
Wakeboarding Unleashed Featuring Shaun Murray,2003.0,Sports,Activision,0.05,80.0,8.8
Mighty No. 9,2016.0,Platform,Deep Silver,0.05,52.0,3.5
Doraemon 2: Nobita no Toizurando Daibouken,1993.0,Role-Playing,Epoch,0.05,,
Samurai Champloo: Sidetracked,2006.0,Action,Namco Bandai Games,0.05,66.0,7.2
Dead or Alive Xtreme 3: Fortune,2016.0,Sports,Tecmo Koei,0.05,43.0,7.8
Drill Dozer,,Platform,Unknown,0.05,81.0,8.3
Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,2007.0,Action,Takara Tomy,0.05,,
Metal Fight Beyblade: Bakugami Susanoh Shuurai!,2010.0,Action,Hudson Soft,0.05,,
Fatal Fury: Wild Ambition,1999.0,Fighting,SNK Playmore,0.05,,
Winning Post 8,2014.0,Racing,Tecmo Koei,0.05,,
Medal of Honor: Airborne,2007.0,Shooter,Electronic Arts,0.05,78.0,7.3
Dengeki Gakuen RPG: Cross of Venus,2009.0,Role-Playing,ASCII Media Works,0.05,,
Judge Dredd,1997.0,Platform,Gremlin Interactive Ltd,0.05,,
Minna no Ennichi,2012.0,Action,Namco Bandai Games,0.05,,
Bass Rise,1999.0,Sports,Namco Bandai Games,0.05,,
Dynamite Headdy,1993.0,Platform,Sega,0.05,,
Choujikuu Yousai Macross: Do You Remember Love,2012.0,Shooter,Namco Bandai Games,0.05,,
Arcania: Gothic 4,2015.0,Role-Playing,Nordic Games,0.05,,
Countdown: The Game,2009.0,Puzzle,Mindscape,0.05,,
Men of War: Assault Squad,2011.0,Strategy,1C Company,0.05,77.0,8.2
Persona 2: Eternal Punishment,2012.0,Role-Playing,Atlus,0.05,,
Dragon's Lair 3D: Return to the Lair,2002.0,Platform,Ubisoft,0.05,,
Rhapsody: A Musical Adventure,2008.0,Role-Playing,Nippon Ichi Software,0.05,67.0,6.8
Growlanser: Heritage of War (jp sales),2006.0,Role-Playing,Rising Star Games,0.05,,
Pachinko Wars II,1993.0,Misc,Coconuts Japan,0.05,,
The Nightmare of Druaga: Fushigino Dungeon,2004.0,Role-Playing,Arika,0.05,,
Dead Island Definitive Collection,2016.0,Action,Deep Silver,0.05,67.0,4.9
PAC-MAN and the Ghostly Adventures,2013.0,Platform,Namco Bandai Games,0.05,58.0,6.5
Lernerfolg Vorschule: Capt'n Sharky,2009.0,Misc,Tivola,0.05,,
Virtua Striker 2002,2002.0,Sports,Sega,0.05,58.0,6
WRC 5: FIA World Rally Championship,2015.0,Sports,Bigben Interactive,0.05,,
UEFA Champions League 2006-2007,2007.0,Sports,Electronic Arts,0.05,72.0,8.2
Fate/Unlimited Codes Portable,2009.0,Fighting,Capcom,0.05,,
F1 2015,2015.0,Racing,Codemasters,0.05,61.0,3.6
Game no Kanzume Vol 2,1994.0,Misc,Sega,0.05,,
Luminous Arc Infinity,2015.0,Action,Marvel Entertainment,0.05,,
Aliens in the Attic,2009.0,Action,Playlogic Game Factory,0.05,58.0,6
JoJo no Kimy? na B?ken Fantomu Buraddo,2006.0,Action,Namco Bandai Games,0.05,,
The Idolmaster 2,2011.0,Simulation,Namco Bandai Games,0.05,,
Hunted: The Demon's Forge,2011.0,Action,Bethesda Softworks,0.05,61.0,6.6
SingStar Mallorca Party,2009.0,Misc,Sony Computer Entertainment,0.05,,
Pro Yakyuu Spirits 5 Kanzenban,2008.0,Sports,Konami Digital Entertainment,0.05,,
Shin Sangoku Musou 5 Special,2009.0,Action,Tecmo Koei,0.05,,
Otogi 2: Immortal Warriors,2003.0,Action,Sega,0.05,79.0,8.3
Legend of Kay,2005.0,Action,JoWood Productions,0.05,72.0,7.3
Walt Disney Pictures Presents Enchanted,2007.0,Platform,Disney Interactive Studios,0.05,,
Lucha Libre AAA: Heroes del Ring,2010.0,Fighting,Konami Digital Entertainment,0.05,49.0,6.3
Piglet's Big Game,2003.0,Platform,Gotham Games,0.05,70.0,8
Tom Clancy's HAWX 2,2010.0,Action,Ubisoft,0.05,66.0,3.8
Myth Makers: Orbs of Doom,2007.0,Puzzle,Popcorn Arcade,0.05,,1.1
Fallout: Brotherhood of Steel,2004.0,Role-Playing,Avalon Interactive,0.05,66.0,5.5
Koi to Senkyo to Chocolate Portable,2012.0,Adventure,Kadokawa Shoten,0.05,,
IndyCar Series,2003.0,Racing,Codemasters,0.05,71.0,7.8
Teenage Mutant Ninja Turtles: Mutants in Manhattan,2016.0,Action,Activision,0.05,,3.4
Sherlock Holmes: Crimes & Punishments,2014.0,Adventure,Focus Home Interactive,0.05,,
Piglet's Big Game,2003.0,Platform,THQ,0.05,,
Killing Floor 2,2016.0,Shooter,Tripwire Interactive,0.05,76.0,8
Pinball Hall of Fame: The Gottlieb Collection,2005.0,Misc,Crave Entertainment,0.05,,
Ferrari F355 Challenge,2002.0,Racing,Sony Computer Entertainment,0.05,70.0,4.4
Adventure Time: Finn & Jake Investigations,2015.0,Action,Little Orbit,0.05,,
Tiny Toon Adventures: Toonenstein - Dare to Scare,1998.0,Action,Swing! Entertainment,0.05,,
My Horse & Me: Riding for Gold,2008.0,Sports,Atari,0.05,,
Mortal Kombat X,2015.0,Fighting,Warner Bros. Interactive Entertainment,0.05,76.0,5.1
TV Anime: Fairy Tale Gekitou! Madoushi Kessen,2010.0,Fighting,Hudson Soft,0.05,,
Cities in Motion,2011.0,Simulation,Paradox Interactive,0.05,70.0,7.7
Shifters,2002.0,Adventure,3DO,0.05,37.0,5.9
RPG Tsukuru DS,2010.0,Role-Playing,Enterbrain,0.05,,
To Heart 2: Dungeon Travelers,2015.0,Adventure,Aqua Plus,0.05,,
Bladestorm: Nightmare,2015.0,Action,Tecmo Koei,0.05,48.0,7.1
TNA iMPACT: Cross the Line,2010.0,Fighting,SouthPeak Games,0.05,50.0,6.5
Dramatic Dungeon: Sakura Wars - Kimi Arugatame,2008.0,Role-Playing,Sega,0.05,,
Sacred 3,2014.0,Role-Playing,Deep Silver,0.05,51.0,4.1
Captain America: Super Soldier,,Action,Sega,0.05,,
Venetica,2009.0,Role-Playing,DTP Entertainment,0.05,61.0,6.8
Operation Flashpoint: Dragon Rising,2009.0,Shooter,Codemasters,0.05,76.0,4.9
Lagoon,1991.0,Role-Playing,Kemco,0.05,,
Wasteland 2,2015.0,Role-Playing,Deep Silver,0.05,77.0,7.1
DoDonPachi Resurrection,2010.0,Shooter,Rising Star Games,0.05,77.0,8.6
Trick x Logic: Season 1,2010.0,Adventure,Sony Computer Entertainment,0.05,,
Mawashite Tsunageru Touch Panic,2006.0,Puzzle,Nintendo,0.05,,
MorphX,2010.0,Shooter,505 Games,0.05,33.0,6.6
Monster! Bass Fishing,2003.0,Sports,Ignition Entertainment,0.05,,
Sigma Star Saga,2005.0,Role-Playing,Atari,0.05,68.0,8.2
Winning Post 7 2010,2010.0,Sports,Tecmo Koei,0.05,,
Batman: Gotham City Racer,2001.0,Racing,Ubisoft,0.05,,
Game of Thrones (Telltale),2015.0,Adventure,Telltale Games,0.05,,
Sengoku Basara X,2008.0,Fighting,Capcom,0.05,,
Legend of Kay,2015.0,Action,Nordic Games,0.05,,
Doraemon: Nobita no Kyouryuu 2006 DS,2006.0,Role-Playing,Sega,0.05,,
DokiDoki Majo Shinpan!,2007.0,Adventure,SNK Playmore,0.05,,
Starry ? Sky: In Spring,2010.0,Misc,Asgard,0.05,,
FIFA Soccer 2004,2003.0,Sports,Electronic Arts,0.05,82.0,7.9
Armored Core: Formula Front Extreme Battle,2004.0,Simulation,505 Games,0.05,,
Little Busters! Converted Edition,2009.0,Adventure,Prototype,0.05,,
Disney's Party,2002.0,Misc,Electronic Arts,0.05,39.0,7.8
The Bureau: XCOM Declassified,2013.0,Shooter,Take-Two Interactive,0.05,66.0,6.5
Nanostray 2,2008.0,Shooter,Codemasters,0.05,75.0,7.8
Tennis no Oji-Sama: 2005 Crystal Drive,2004.0,Sports,Konami Digital Entertainment,0.05,,
Dokapon Journey,2008.0,Role-Playing,Sting,0.05,60.0,7
Summon Night X: Tears Crown,2009.0,Role-Playing,Namco Bandai Games,0.05,,
Pawly Pets: My Vet Practice,2007.0,Strategy,Ubisoft,0.05,,
Metal Slug Anthology,2007.0,Shooter,Ignition Entertainment,0.05,78.0,7.4
Back to the Future: The Game,2011.0,Adventure,Telltale Games,0.05,66.0,4.1
Taiho Shichauzo!,2001.0,Adventure,Pioneer LDC,0.05,,
Phantom Crash,2002.0,Simulation,Phantagram,0.05,74.0,8.3
Yanya Caballista: City Skater,2001.0,Sports,Tecmo Koei,0.05,58.0,6.3
Expendable,1999.0,Action,Infogrames,0.05,,
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,2005.0,Adventure,Activision,0.05,,
The Idolmaster: Gravure For You! Vol. 2,2011.0,Misc,Namco Bandai Games,0.05,,
Arthur! Ready to Race,2000.0,Racing,The Learning Company,0.05,,
Thunder Force V: Perfect System,1998.0,Shooter,TechnoSoft,0.05,,
The Typing of the Dead,2000.0,Shooter,Sega,0.05,83.0,7.8
Utawarerumono: Futari no Hakuoro,2016.0,Misc,Aqua Plus,0.05,,
Sam & Max: Beyond Time and Space,2010.0,Adventure,Atari,0.05,,
The Idolm@ster: Dearly Stars,2009.0,Adventure,Namco Bandai Games,0.05,,
Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,2015.0,Action,Aksys Games,0.05,,
R.B.I. Baseball 2016,2016.0,Sports,MLB.com,0.05,,
Bakemonogatari Portable,2012.0,Action,Namco Bandai Games,0.05,,
Jenga World Tour,2007.0,Misc,Atari,0.05,26.0,2.8
