Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,Year
30,0,Bachelor's Degree,Marketing Coordinator,5,90000,Australia,True,2016
34,1,PhD,Research Director,11,160000,USA,False,2017
28,0,Bachelor's Degree,Marketing Analyst,3,60000,China,False,2015
32,1,Bachelor's Degree,Product Manager,7,120000,Canada,False,2016
24,0,High School,Receptionist,0,25000,USA,False,2015
37,1,Master's Degree,Marketing Director,14,190000,USA,False,2017
39,0,Bachelor's Degree,Financial Manager,16,200000,UK,False,2017
27,1,PhD,Marketing Coordinator,7,120000,Canada,False,2016
28,0,Bachelor's Degree,Marketing Coordinator,3,60000,UK,False,2015
33,1,Master's Degree,Software Engineer,8,120000,Canada,True,2016
27,0,Bachelor's Degree,Product Manager,2,65000,Australia,True,2015
30,1,PhD,Data Scientist,6,100000,UK,False,2016
36,0,Bachelor's Degree,Financial Analyst,11,150000,USA,False,2017
29,1,Bachelor's Degree,Marketing Analyst,3,65000,China,True,2015
32,0,Master's Degree,Software Engineer,9,120000,Australia,True,2016
26,1,Bachelor's Degree,Graphic Designer,1,45000,Canada,True,2015
29,0,Bachelor's Degree,Product Manager,5,80000,USA,False,2016
35,1,PhD,Research Scientist,11,150000,UK,False,2017
27,1,Bachelor's Degree,Software Engineer,2,65000,USA,False,2015
31,0,Bachelor's Degree,Marketing Manager,7,100000,UK,False,2016
28,1,Master's Degree,Financial Analyst,4,90000,Canada,False,2015
24,0,Bachelor's Degree,Marketing Analyst,0,40000,China,False,2015
30,1,Bachelor's Degree,Project Manager,6,110000,Australia,False,2016
34,0,PhD,Research Director,12,170000,China,False,2017
27,1,Bachelor's Degree,Software Engineer,3,75000,Canada,False,2015
33,0,Master's Degree,Marketing Manager,8,120000,China,False,2016
29,1,Bachelor's Degree,Marketing Analyst,4,70000,UK,False,2015
25,0,High School,Customer Service Representative,1,30000,UK,False,2015
36,1,PhD,Research Scientist,13,180000,Canada,False,2017
39,0,Bachelor's Degree,Financial Manager,15,200000,Australia,True,2017
26,1,Bachelor's Degree,Product Designer,1,50000,Canada,True,2015
31,0,PhD,Data Scientist,8,140000,USA,False,2016
28,1,Bachelor's Degree,Marketing Analyst,3,65000,UK,False,2015
32,0,Bachelor's Degree,Product Manager,7,110000,UK,False,2016
24,1,High School,Delivery Driver,0,28000,Australia,False,2015
37,1,Master's Degree,Marketing Director,14,190000,China,True,2017
39,0,Bachelor's Degree,Financial Manager,16,210000,Australia,False,2017
26,1,Bachelor's Degree,Product Designer,2,55000,China,False,2015
31,0,PhD,Data Scientist,8,140000,China,False,2016
29,1,Bachelor's Degree,Marketing Analyst,4,70000,Australia,False,2015
33,0,Master's Degree,Marketing Manager,9,130000,USA,True,2016
27,1,Bachelor's Degree,Software Engineer,3,80000,Australia,True,2015
36,0,PhD,Research Scientist,12,170000,China,True,2017
25,1,Bachelor's Degree,Product Manager,1,60000,USA,False,2015
30,0,Bachelor's Degree,Marketing Coordinator,5,90000,Australia,False,2016
34,1,PhD,Research Director,11,160000,China,True,2017
28,0,Bachelor's Degree,Marketing Analyst,3,60000,Australia,False,2015
32,1,Bachelor's Degree,Product Manager,7,120000,Australia,True,2016
24,0,High School,Receptionist,0,25000,China,False,2015
37,1,Master's Degree,Marketing Director,14,190000,USA,False,2017
39,0,Bachelor's Degree,Financial Manager,16,200000,UK,False,2017
26,1,Bachelor's Degree,Product Designer,2,55000,UK,False,2015
31,0,PhD,Data Scientist,8,140000,USA,False,2016
29,1,Bachelor's Degree,Marketing Analyst,4,70000,Australia,False,2015
33,0,Master's Degree,Marketing Manager,9,130000,UK,False,2016
27,1,Bachelor's Degree,Software Engineer,3,80000,Australia,False,2015
36,0,PhD,Research Scientist,12,170000,Canada,False,2017
25,1,Bachelor's Degree,Product Manager,1,60000,China,False,2015
30,0,Bachelor's Degree,Marketing Coordinator,5,90000,China,False,2016
34,1,PhD,Research Director,11,160000,Australia,False,2017
28,0,Bachelor's Degree,Marketing Analyst,3,60000,UK,False,2015
32,1,Bachelor's Degree,Product Manager,7,120000,Canada,True,2016
24,0,High School,Receptionist,0,25000,USA,False,2015
37,1,Master's Degree,Marketing Director,14,190000,UK,True,2017
39,0,Bachelor's Degree,Financial Manager,16,200000,China,False,2017
26,1,Bachelor's Degree,Product Designer,2,55000,USA,False,2015
31,0,PhD,Data Scientist,8,140000,USA,True,2016
29,1,Bachelor's Degree,Marketing Analyst,4,70000,Australia,False,2015
33,0,Master's Degree,Marketing Manager,9,130000,China,False,2016
27,1,Bachelor's Degree,Software Engineer,3,80000,China,False,2015
36,0,PhD,Research Scientist,12,170000,Canada,False,2017
25,1,Bachelor's Degree,Product Manager,1,60000,Canada,False,2015
30,0,Bachelor's Degree,Marketing Coordinator,5,90000,Canada,False,2016
34,1,PhD,Research Director,11,160000,China,False,2017
28,0,Bachelor's Degree,Marketing Analyst,3,60000,China,False,2015
32,1,Bachelor's Degree,Product Manager,7,120000,Canada,True,2016
24,0,High School,Receptionist,0,25000,Canada,True,2015
37,1,Master's Degree,Marketing Director,14,190000,Australia,False,2017
39,0,Bachelor's Degree,Financial Manager,16,200000,UK,False,2017
26,1,Bachelor's Degree,Product Designer,2,55000,UK,False,2015
31,0,PhD,Data Scientist,8,140000,UK,False,2016
29,1,Bachelor's Degree,Marketing Analyst,4,70000,Australia,True,2015
33,0,Master's Degree,Marketing Manager,9,130000,Australia,True,2016
27,1,Bachelor's Degree,Software Engineer,3,80000,USA,False,2015
36,0,PhD,Research Scientist,12,170000,USA,False,2017
25,1,Bachelor's Degree,Product Manager,1,60000,Canada,False,2015
30,0,Bachelor's Degree,Marketing Coordinator,5,90000,Canada,False,2016
34,1,PhD,Research Director,11,160000,Canada,False,2017
28,0,Bachelor's Degree,Marketing Analyst,3,60000,Australia,False,2015
32,1,Bachelor's Degree,Product Manager,7,120000,UK,False,2016
24,0,High School,Receptionist,0,25000,USA,True,2015
37,1,Master's Degree,Marketing Director,14,190000,Australia,True,2017
39,0,Bachelor's Degree,Financial Manager,16,200000,USA,True,2017
26,1,Bachelor's Degree,Product Designer,2,55000,USA,True,2015
31,0,PhD,Data Scientist,8,140000,Australia,False,2016
29,1,Bachelor's Degree,Marketing Analyst,4,70000,UK,False,2015
33,0,Master's Degree,Marketing Manager,9,130000,Australia,False,2016
27,1,Bachelor's Degree,Software Engineer,3,80000,UK,False,2015
36,0,PhD,Research Scientist,12,170000,Canada,True,2017
25,1,Bachelor's Degree,Product Manager,1,60000,Canada,False,2015
30,0,Bachelor's Degree,Marketing Coordinator,5,90000,China,True,2016
34,1,PhD,Research Director,11,160000,USA,True,2017
28,0,Bachelor's Degree,Marketing Analyst,3,60000,Australia,False,2015
32,1,Bachelor's Degree,Product Manager,7,120000,China,False,2016
24,0,High School,Receptionist,0,25000,China,False,2015
37,1,Master's Degree,Marketing Director,14,190000,China,True,2017
39,0,Bachelor's Degree,Financial Manager,16,200000,UK,True,2017
26,1,Bachelor's Degree,Product Designer,2,55000,China,True,2015
31,0,PhD,Data Scientist,8,140000,UK,False,2016
29,1,Bachelor's Degree,Marketing Analyst,4,70000,Canada,True,2015
33,0,Master's Degree,Marketing Manager,9,130000,China,True,2016
27,1,Bachelor's Degree,Software Engineer,3,80000,Canada,False,2015
36,0,PhD,Research Scientist,12,170000,Canada,False,2017
25,1,Bachelor's Degree,Product Manager,1,60000,USA,False,2015
30,0,Bachelor's Degree,Marketing Coordinator,5,90000,UK,False,2016
34,1,PhD,Research Director,11,160000,Canada,True,2017
28,0,Bachelor's Degree,Marketing Analyst,3,60000,Canada,False,2015
32,1,Bachelor's Degree,Product Manager,7,120000,Canada,False,2016
24,0,High School,Receptionist,0,25000,Canada,True,2015
37,1,Master's Degree,Marketing Director,14,190000,Canada,False,2017
39,0,Bachelor's Degree,Financial Manager,16,200000,Australia,False,2017
26,1,Bachelor's Degree,Product Designer,2,55000,Canada,False,2015
31,0,PhD,Data Scientist,8,140000,Australia,True,2016
29,1,Bachelor's Degree,Marketing Analyst,4,70000,Canada,False,2015
33,0,Master's Degree,Marketing Manager,9,130000,UK,False,2016
27,1,Bachelor's Degree,Software Engineer,3,80000,Australia,False,2015
36,0,PhD,Research Scientist,12,170000,Canada,False,2017
25,1,Bachelor's Degree,Product Manager,1,60000,USA,False,2015
30,0,Bachelor's Degree,Marketing Coordinator,5,90000,Australia,False,2016
34,1,PhD,Research Director,11,160000,UK,False,2017
28,0,Bachelor's Degree,Marketing Analyst,3,60000,China,False,2015
32,1,Bachelor's Degree,Product Manager,7,120000,Australia,False,2016
24,0,High School,Receptionist,0,25000,USA,False,2015
37,1,Master's Degree,Marketing Director,14,190000,China,False,2017
39,0,Bachelor's Degree,Financial Manager,16,200000,UK,False,2017
29,0,Bachelor's Degree,Marketing Coordinator,4,65000,UK,False,2015
34,1,Master's Degree,Software Engineer,9,125000,USA,False,2016
28,0,Bachelor's Degree,Product Manager,3,70000,Canada,False,2015
31,1,PhD,Data Scientist,7,110000,Canada,True,2016
37,0,Bachelor's Degree,Financial Analyst,12,160000,UK,False,2017
30,1,Bachelor's Degree,Marketing Analyst,4,75000,China,True,2015
33,0,Master's Degree,Software Engineer,8,120000,UK,False,2016
27,1,Bachelor's Degree,Graphic Designer,2,50000,Australia,False,2015
30,0,Bachelor's Degree,Product Manager,5,85000,USA,True,2016
36,1,PhD,Research Scientist,11,155000,Canada,True,2017
28,1,Bachelor's Degree,Software Engineer,3,70000,UK,True,2015
32,0,Bachelor's Degree,Marketing Manager,8,115000,UK,True,2016
29,1,Master's Degree,Financial Analyst,5,95000,USA,False,2016
25,0,Bachelor's Degree,Marketing Analyst,0,40000,Canada,False,2015
31,1,Bachelor's Degree,Project Manager,6,115000,Australia,False,2016
35,0,PhD,Research Director,12,175000,Canada,False,2017
28,1,Bachelor's Degree,Software Engineer,3,70000,Canada,True,2015
33,0,Master's Degree,Marketing Manager,9,135000,Australia,False,2016
29,1,Bachelor's Degree,Marketing Analyst,4,75000,Canada,False,2015
25,0,High School,Customer Service Representative,1,30000,UK,False,2015
36,1,PhD,Research Scientist,13,185000,UK,False,2017
40,0,Bachelor's Degree,Financial Manager,15,210000,Australia,False,2017
27,1,Bachelor's Degree,Product Designer,1,45000,China,True,2015
32,0,PhD,Data Scientist,9,145000,USA,False,2016
28,1,Bachelor's Degree,Marketing Analyst,3,70000,UK,False,2015
32,0,Bachelor's Degree,Product Manager,7,120000,China,False,2016
24,1,High School,Delivery Driver,0,28000,Canada,False,2015
38,1,Master's Degree,Marketing Director,14,195000,USA,True,2017
40,0,Bachelor's Degree,Financial Manager,16,215000,China,True,2017
27,1,Bachelor's Degree,Product Designer,2,55000,Australia,False,2015
32,0,PhD,Data Scientist,9,145000,China,True,2016
29,1,Bachelor's Degree,Marketing Analyst,4,75000,UK,True,2015
33,0,Master's Degree,Marketing Manager,9,135000,China,False,2016
27,1,Bachelor's Degree,Software Engineer,3,80000,Canada,False,2015
36,0,PhD,Research Scientist,13,185000,Australia,False,2017
25,1,Bachelor's Degree,Product Manager,1,60000,China,False,2015
30,0,Bachelor's Degree,Marketing Coordinator,5,95000,China,False,2016
34,1,PhD,Research Director,12,170000,Canada,False,2017
28,0,Bachelor's Degree,Marketing Analyst,3,65000,China,True,2015
32,1,Bachelor's Degree,Product Manager,7,120000,Canada,True,2016
24,0,High School,Receptionist,0,25000,Canada,True,2015
38,1,Master's Degree,Marketing Director,14,195000,Canada,False,2017
40,0,Bachelor's Degree,Financial Manager,16,215000,China,False,2017
27,1,Bachelor's Degree,Product Designer,2,55000,China,True,2015
32,0,PhD,Data Scientist,9,145000,UK,True,2016
29,1,Bachelor's Degree,Marketing Analyst,4,75000,USA,False,2015
33,0,Master's Degree,Marketing Manager,9,135000,USA,False,2016
27,1,Bachelor's Degree,Software Engineer,3,80000,Canada,True,2015
36,0,PhD,Research Scientist,13,185000,Australia,True,2017
25,1,Bachelor's Degree,Product Manager,1,60000,Australia,False,2015
30,0,Bachelor's Degree,Marketing Coordinator,5,95000,USA,False,2016
34,1,PhD,Research Director,12,170000,UK,False,2017
28,0,Bachelor's Degree,Marketing Analyst,3,65000,USA,False,2015
32,1,Bachelor's Degree,Product Manager,7,120000,Canada,False,2016
24,0,High School,Receptionist,0,25000,UK,False,2015
38,1,Master's Degree,Marketing Director,14,195000,China,False,2017
40,0,Bachelor's Degree,Financial Manager,16,215000,Australia,True,2017
27,1,Bachelor's Degree,Product Designer,2,55000,UK,True,2015
32,0,PhD,Data Scientist,9,145000,USA,False,2016
29,1,Bachelor's Degree,Marketing Analyst,4,75000,USA,False,2015
33,0,Master's Degree,Marketing Manager,9,135000,Australia,True,2016
27,1,Bachelor's Degree,Software Engineer,3,80000,Canada,False,2015
36,0,PhD,Research Scientist,13,185000,USA,False,2017
25,1,Bachelor's Degree,Product Manager,1,60000,UK,True,2015
30,0,Bachelor's Degree,Marketing Coordinator,5,95000,Australia,False,2016
34,1,PhD,Research Director,12,170000,Canada,False,2017
28,0,Bachelor's Degree,Marketing Analyst,3,65000,UK,False,2015
32,1,Bachelor's Degree,Product Manager,7,120000,USA,False,2016
24,0,High School,Receptionist,0,25000,USA,False,2015
38,1,Master's Degree,Marketing Director,14,195000,Australia,False,2017
40,0,Bachelor's Degree,Financial Manager,16,215000,Australia,False,2017
27,1,Bachelor's Degree,Product Designer,2,55000,Canada,False,2015
32,0,PhD,Data Scientist,9,145000,Canada,False,2016
29,1,Bachelor's Degree,Marketing Analyst,4,75000,China,False,2015
33,0,Master's Degree,Marketing Manager,9,135000,China,True,2016
27,1,Bachelor's Degree,Software Engineer,3,80000,USA,False,2015
36,0,PhD,Research Scientist,13,185000,Australia,False,2017
25,1,Bachelor's Degree,Product Manager,1,60000,China,False,2015
30,0,Bachelor's Degree,Marketing Coordinator,5,95000,UK,True,2016
34,1,PhD,Research Director,12,170000,Australia,True,2017
28,0,Bachelor's Degree,Marketing Analyst,3,65000,UK,True,2015
32,1,Bachelor's Degree,Product Manager,7,120000,China,False,2016
24,0,High School,Receptionist,0,25000,Canada,True,2015
38,1,Master's Degree,Marketing Director,14,195000,UK,False,2017
40,0,Bachelor's Degree,Financial Manager,16,215000,China,False,2017
27,1,Bachelor's Degree,Product Designer,2,55000,USA,False,2015
32,0,PhD,Data Scientist,9,145000,Australia,True,2016
29,1,Bachelor's Degree,Marketing Analyst,4,75000,UK,True,2015
33,0,Master's Degree,Marketing Manager,9,135000,Australia,False,2016
27,1,Bachelor's Degree,Software Engineer,3,80000,Australia,False,2015
36,0,PhD,Research Scientist,13,185000,China,False,2017
25,1,Bachelor's Degree,Product Manager,1,60000,China,False,2015
30,0,Bachelor's Degree,Marketing Coordinator,5,95000,USA,False,2016
34,1,PhD,Research Director,12,170000,China,False,2017
28,0,Bachelor's Degree,Marketing Analyst,3,65000,USA,False,2015
32,1,Bachelor's Degree,Product Manager,7,120000,China,False,2016
24,0,High School,Receptionist,0,25000,Australia,True,2015
38,1,Master's Degree,Marketing Director,14,195000,USA,False,2017
40,0,Bachelor's Degree,Financial Manager,16,215000,UK,True,2017
27,1,Bachelor's Degree,Product Designer,2,55000,USA,False,2015
32,0,PhD,Data Scientist,9,145000,Canada,True,2016
29,1,Bachelor's Degree,Marketing Analyst,4,75000,USA,False,2015
33,0,Master's Degree,Marketing Manager,9,135000,China,False,2016
27,1,Bachelor's Degree,Software Engineer,3,80000,UK,False,2015
36,0,PhD,Research Scientist,13,185000,Australia,False,2017
25,1,Bachelor's Degree,Product Manager,1,60000,UK,False,2015
30,0,Bachelor's Degree,Marketing Coordinator,5,95000,USA,True,2016
34,1,PhD,Research Director,12,170000,USA,False,2017
28,0,Bachelor's Degree,Marketing Analyst,3,65000,UK,False,2015
32,1,Bachelor's Degree,Product Manager,7,120000,UK,False,2016
24,0,High School,Receptionist,0,25000,USA,False,2015
38,1,Master's Degree,Marketing Director,14,195000,USA,True,2017
40,0,Bachelor's Degree,Financial Manager,16,215000,China,True,2017
27,1,Bachelor's Degree,Product Designer,2,55000,USA,False,2015
32,0,PhD,Data Scientist,9,145000,China,True,2016
29,1,Bachelor's Degree,Marketing Analyst,4,75000,UK,False,2015
33,0,Master's Degree,Marketing Manager,9,135000,UK,True,2016
27,1,Bachelor's Degree,Software Engineer,3,80000,Australia,False,2015
36,0,PhD,Research Scientist,13,185000,Canada,True,2017
25,1,Bachelor's Degree,Product Manager,1,60000,Canada,False,2015
30,0,Bachelor's Degree,Marketing Coordinator,5,95000,China,True,2016
34,1,PhD,Research Director,12,170000,Australia,False,2017
28,0,Bachelor's Degree,Marketing Analyst,3,65000,China,True,2015
32,1,Bachelor's Degree,Product Manager,7,120000,Australia,False,2016
24,0,High School,Receptionist,0,25000,China,False,2015
38,1,Master's Degree,Marketing Director,14,195000,China,False,2017
40,0,Bachelor's Degree,Financial Manager,16,215000,China,True,2017
26,0,Master's Degree,Software Engineer,2,75000,China,False,2015
39,1,PhD,Research Scientist,14,185000,UK,True,2017
32,0,Bachelor's Degree,Marketing Manager,7,120000,Canada,True,2016
28,1,Bachelor's Degree,Graphic Designer,3,60000,Canada,False,2015
35,0,Master's Degree,Data Scientist,10,145000,UK,False,2017
29,1,Bachelor's Degree,Marketing Analyst,4,75000,China,False,2015
33,0,Master's Degree,Product Manager,8,135000,USA,False,2016
27,1,Bachelor's Degree,Software Engineer,2,70000,Australia,False,2015
36,0,PhD,Research Director,12,175000,China,False,2017
24,1,High School,Delivery Driver,0,28000,Australia,True,2015
38,1,Master's Degree,Marketing Director,14,195000,Canada,False,2017
40,0,Bachelor's Degree,Financial Manager,16,215000,Canada,False,2017
27,1,Bachelor's Degree,Product Designer,2,55000,China,False,2015
32,0,PhD,Data Scientist,9,145000,Canada,False,2016
29,1,Bachelor's Degree,Marketing Analyst,4,75000,USA,True,2015
33,0,Master's Degree,Marketing Manager,9,135000,Australia,False,2016
27,1,Bachelor's Degree,Software Engineer,3,80000,China,False,2015
36,0,PhD,Research Scientist,13,185000,UK,False,2017
25,1,Bachelor's Degree,Product Manager,1,60000,China,False,2015
30,0,Bachelor's Degree,Marketing Coordinator,5,95000,UK,False,2016
34,1,PhD,Research Director,12,170000,UK,False,2017
28,0,Bachelor's Degree,Marketing Analyst,3,65000,UK,True,2015
32,1,Bachelor's Degree,Product Manager,7,120000,Australia,False,2016
24,0,High School,Receptionist,0,25000,USA,True,2015
38,1,Master's Degree,Marketing Director,14,195000,UK,True,2017
40,0,Bachelor's Degree,Financial Manager,16,215000,USA,False,2017
27,1,Bachelor's Degree,Product Designer,2,55000,UK,False,2015
